component,mean_latency_ms,std_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms
Ensemble Inference,45.68592567443848,9.294416780427149,43.97988319396973,53.14331054687501,78.8248443603516
Heuristic Dispatch,0.011675786972045899,0.11009578055052169,0.0,0.0,0.5824947357177812
